School,Name,Position,Class,Hometown,High School
Kansas,Jason Bean,Quarterback,RS-Senior,"Mansfield, Texas",Lake Ridge HS
Kansas,Austin Booker,Defensive Line,RS-Sophomore,"Greenwood, Ind.",Center Grove HS
Kansas,Jayson Gilliom,Linebacker,RS-Sophomore,"Suwanee, Ga.",North Gwinnett HS
Kansas,Luke Grimm,Wide Receiver,Junior,"Raymore, Mo.",Raymore-Peculiar HS
Kansas,Torry Locklin,Running Back,RS-Junior,"Rockdale, Texas",Rockdale HS
Kansas,Keaton Kubecka,Wide Receiver,Freshman,"Austin, Texas",Westlake HS
Kansas,Dylan Brooks,Defensive End,RS-Sophomore,"Roanoke, Ala.",Handley HS
Kansas,Mikey Pauley,Quarterback,RS-Freshman,"Overland Park, Kan.",Blue Valley Northwest
Kansas,Jalen Dye,Safety,RS-Sophomore,"San Diego, Calif.",Cathedral Catholic HS
Kansas,Cole Ballard,Quarterback,Freshman,"Westfield, Ind.",Westfield HS
Kansas,Craig Young,Linebacker,RS-Senior,"Fort Wayne, Ind.",Wayne HS
Kansas,Logan Brantley,Linebacker,Freshman,"Denver, Colo.",Cherry Creek HS
Kansas,Ben Easters,Quarterback,RS-Sophomore,"Brownsburg, Ind.",Brownsburg HS
Kansas,Jaden Hamm,Tight End,Freshman,"Eudora, Kan.",Eudora HS
Kansas,Akili Hubbard,Safety,Junior,"Bellflower, Calif.",Bellflower HS
Kansas,Jack Jackson,Quarterback,RS-Sophomore,"Dallas, Texas",Highland Park High School
Kansas,Kalon Gervin,Cornerback,RS-Senior,"Detroit, Mich.",Cass Technical HS
Kansas,Tristian Fletcher,Linebacker,RS-Sophomore,"Cypress, Texas",Cy Ridge HS
Kansas,TJ Crews IV,Quarterback,Freshman,"Lenexa, Kan.",Christ Prep Academy
Kansas,Daniel Hishaw Jr.,Running Back,RS-Sophomore,"Moore, Okla.",Moore HS
Kansas,Donovan Gaines,Linebacker,RS-Sophomore,"Moore, Okla.",Southmoore HS
Kansas,Brian Dilworth,Cornerback,RS-Freshman,"Hollywood, Fla.",Chaminade-Madonna Prep
Kansas,Mason Ellis,Safety,RS-Freshman,"Mulvane, Kan.",Mulvane HS
Kansas,Damarius McGhee,Cornerback,RS-Sophomore,"Pensacola, Fla.",Pensacola Catholic HS
Kansas,Reis Vernon,Punter,Junior,"Bixby, Okla.",Bixby HS
Kansas,Kaleb Purdy,Safety,RS-Freshman,"St. Louis, Mo.",DeSmet Jesuit HS
Kansas,Dylan McDuffie,Running Back,RS-Senior,"Buffalo, N.Y.",Sweet Home HS
Kansas,Krishawn Brown,Linebacker,RS-Sophomore,"Tulsa, Okla.",Booker T. Washington HS
Kansas,Johnny Thompson Jr.,Running Back,Freshman,"Canoga Park, Calif.",Oaks Christian School
Kansas,Taylor Davis,Safety,Freshman,"Missouri City, Texas",Ridge Point HS
Kansas,JB Brown,Linebacker,Junior,"Hughes, Ark.",Har-Ber HS
Kansas,Sevion Morrison,Running Back,Junior,"Tulsa, Okla.",Edison HS
Kansas,Jameel Croft Jr.,Cornerback,Freshman,"Detroit, Mich.",Martin Luther King HS
Kansas,Reece Thomas,Wide Receiver,RS-Sophomore,"Lansing, Kan.",Lansing HS
Kansas,Rich Miller,Linebacker,Senior,"Detroit, Mich.",Martin Luther King HS
Kansas,Carson Morgan,Running Back,Freshman,"Bentonville, Ark.",Bentonville West HS
Kansas,Landon Nelson,Safety,RS-Sophomore,"Maui, Hawaii",Valley HS
Kansas,Dylan Downing,Linebacker,RS-Junior,"Kansas City, Kan.",Bishop Miege HS
Kansas,Owen Piepergerdes,Kicker,RS-Sophomore,"Kansas City, Mo.",Rockhurst HS
Kansas,Alex Raich,Linebacker,Junior,"Chur, Switzerland",Quader Schulhaus
Kansas,Billy Conaway,Running Back,RS-Junior,"Kansas City, Kan.",Shawnee Mission North
Kansas,Tony Terry,Defensive End,Freshman,"Jackson, Mo.",Jackson HS
Kansas,Isaiah Coppage,Wide Receiver,Freshman,"Kansas City, Kan.",Bishop Miege HS
Kansas,Patrick Joyner Jr.,Defensive End,RS-Senior,"Miami, Fla.",South Dade HS
Kansas,Grayden Addison,Punter,RS-Sophomore,"Noblesville, Ind.",Noblesville HS
Kansas,Hayden Hatcher,Defensive End,RS-Senior,"Council Bluffs, Iowa",Lewis Central HS
Kansas,Jack Schneider,Running Back,Freshman,"Overland Park, Kan.",Blue Valley West HS
Kansas,Cole Mondi,Linebacker,RS-Sophomore,"Lawrence, Kan.",Lawrence HS
Kansas,Tabor Allen,Kicker,Junior,"Mansfield, Texas",Mansfield Lakeridge HS
Kansas,Devin Phillips,Defensive Line,RS-Senior,"Monroe, La.",Neville HS
Kansas,Ezra Vedral,Linebacker,Freshman,"Omaha, Neb.",Creighton Prep HS
Kansas,Hunter Luke,Wide Receiver,Freshman,"Austin, Texas",Westlake HS
Kansas,Andrew Russell,Safety,RS-Senior,"Victor, N.Y.",Victor HS
Kansas,Cornell Wheeler,Linebacker,Junior,"West Bloomfield, Mich.",West Bloomfield
Kansas,Trevor Kardell,Tight End,Junior,"Lee's Summit, Mo.",Lee's Summit West HS
Kansas,Dean Miller,Defensive End,RS-Sophomore,"Los Angeles, Calif.",Cathedral HS
Kansas,Davion Westmoreland,Defensive End,RS-Sophomore,"Griffin, Ga.",Griffin HS
Kansas,Dillon Mong,Tight End,Freshman,"Shawnee Mission, Kan.",Shawnee Mission East HS
Kansas,Jared Casey,Tight End,Junior,"Plainville, Kan.",Plainville HS
Kansas,Jacoby Davis,Cornerback,Freshman,"Houston, Texas",North Shore Senior HS
Kansas,Mike Novitsky,Offensive Line,RS-Senior,"Victor, NY.",Victor HS
Kansas,Emory Duggar,Long Snapper,RS-Sophomore,"Baton Rouge, La.",Catholic HS
Kansas,Logan Brown,Offensive Line,RS-Junior,"Grand Rapids, Mich.",East Kentwood HS
Kansas,D.J. Withers,Defensive Line,RS-Sophomore,"Little Rock, Ark.",Joe T. Robinson HS
Kansas,Caleb Taylor,Defensive Line,Junior,"St. Louis, Mo.",Staley HS
Kansas,Michael Ford Jr.,Offensive Line,Junior,"Homewood, Ill.",Homewood-Flossmoor HS
Kansas,Ar'maj Reed-Adams,Offensive Line,RS-Sophomore,"DeSoto, Texas",DeSoto HS
Kansas,Marcus Calvin,Defensive Line,Freshman,"St. Petersburg, Fla.",Gibbs HS
Kansas,Hank Kelly,Offensive Line,RS-Sophomore,"Fayetteville, Ark.",Fayetteville HS
Kansas,Kael Farkes,Offensive Line,RS-Freshman,"Lenexa, Kan.",Shawnee Mission Northwest HS
Kansas,Jaydon Brittingham,Defensive End,Freshman,"Lawrence, Kan.",Lawrence HS
Kansas,Nolan Gorczyca,Offensive Line,RS-Sophomore,"Omaha, Neb.",Roncalli Catholic HS
Kansas,Luke Hosford,Long Snapper,RS-Junior,"Cuyahoga Falls, Ohio",Woodridge HS
Kansas,Jake Eisenhauer,Offensive Line,RS-Sophomore,"Salina, Kan.",Salina Central HS
Kansas,Dominick Puni,Offensive Line,RS-Senior,"St. Charles, Mo.",Francis Howell Central HS
Kansas,Kobe Baynes,Offensive Line,RS-Sophomore,"Jacksonville, Fla.",Sandalwood HS
Kansas,James Livingston,Offensive Line,RS-Freshman,"Dexter, Mich.",Dexter HS
Kansas,Grady Seyfert,Defensive Line,Freshman,"Beloit, Kan.",Beloit HS
Kansas,Danny Robinson,Offensive Line,RS-Sophomore,"Overland Park, Kan.",Blue Valley Northwest HS
Kansas,Dre Doiron,Offensive Line,RS-Sophomore,"London, Ontario",Catholic Central
Kansas,De'Kedrick Sterns,Offensive Line,RS-Sophomore,"Austin, Texas",Del Valle HS
Kansas,Calvin Clements,Offensive Line,Freshman,"Lawrence, Kan.",Lawrence Free State HS
Kansas,Spencer Lovell,Offensive Line,RS-Junior,"Fort Collins, Colo.",Rocky Mountain HS
Kansas,Bryce Cabeldue,Offensive Line,Junior,"Clovis, N.M.",Clovis HS
Kansas,Mack Moeller,Wide Receiver,RS-Sophomore,"Mission, Kan.",Bishop Miege HS
Kansas,Quinton Conley,Tight End,RS-Freshman,"Kansas City, Mo.",Pembrooke Hill School
Kansas,Isreal Moses,Wide Receiver,Freshman,"Minneapolis, Minn.",De La Salle HS
Kansas,Griffin Koch,Wide Receiver,RS-Freshman,"New Canaan, Conn.",IMG Academy
Kansas,Jarred Sample,Wide Receiver,Freshman,"Cypress, Texas",Cypress Ranch HS
Kansas,Surahz Buncom,Wide Receiver,Freshman,"Chula Vista, Calif.",Mater Dei Catholic
Kansas,Will Huggins,Tight End,RS-Sophomore,"Lenexa, Kan.",Shawnee Mission South HS
Kansas,Tevita Ahoafi-Noa,Tight End,RS-Senior,"Salt Lake City, Utah",Highland HS
Kansas,Mason Fairchild,Tight End,Senior,"Andale, Kan.",Andale HS
Kansas,Jereme Robinson,Defensive Line,Junior,"Montgomery, Ala.",Carver HS
Kansas,Seth Keller,Kicker,RS-Senior,"Colleyville, Texas",Covenant Christian HS
Kansas,Tommy Dunn Jr.,Defensive Line,RS-Sophomore,"Garland, Texas",Naaman Forest HS
Kansas,Charlie Weinrich,Kicker,RS-Freshman,"Leawood, Kan.",Blue Valley HS
Kansas,Blake Herold,Defensive Line,Freshman,"Shenandoah, Iowa",Shenandoah HS
Kansas,Damon Greaves,Punter,Freshman,"Busselton, Australia",
Kansas,Cole Petrus,Defensive End,RS-Sophomore,"St. Louis, Mo.",Vianney HS
Kansas,Kenean Caldwell,Defensive Line,RS-Sophomore,"Oak Grove, La.",Oak Grove HS
Kansas,Lance Bassett,Defensive Line,Freshman,"Lawrence, Kan.",Lawrence HS
Kansas,Ronald McGee,Defensive Line,RS-Senior,"Sumter, S.C.",Sumter HS
University of Central Florida,Jason Johnson,Linebacker,Fifth Year,"Chicago, Ill.",Rich Central
University of Central Florida,Johnny Richardson,Running Back,Senior,"Lake Wales, Fla.",Lake Wales
University of Central Florida,Javon Baker,Wide Receiver,Senior,"Atlanta, Ga.",McEachern
University of Central Florida,Ja'Cari Henderson,Defensive Back,Redshirt Freshman,"Sanford, Fla.",Seminole
University of Central Florida,Kobe Hudson,Wide Receiver,Senior,"Pine Mountain, Ga.",Troup County
University of Central Florida,Lee Hunter,Defensive Tackle,Redshirt Sophomore,"Mobile, Ala.",Blount
University of Central Florida,Tre'Mon Morris-Brash,Defensive End,Fifth Year,"Richmond, Va.",St. John's College
University of Central Florida,Xavier Townsend,Wide Receiver,Sophomore,"Tampa, Fla.",Berkeley Prep
University of Central Florida,Braeden Marshall,Defensive Back,Freshman,"Lake Mary, Fla.",Lake Mary
University of Central Florida,Corey Gammage,Wide Receiver,Redshirt Senior,"Delray Beach, Fla.",Atlantic Community
University of Central Florida,Ricky Barber,Defensive Tackle,Redshirt Senior,"Louisville, Ky.",Doss
University of Central Florida,Jordan McDonald,Running Back,Sophomore,"Atlanta, Ga.",Milton
University of Central Florida,Mark-Antony Richards,Running Back,Redshirt Senior,"Wellington, Fla.",Wellington
University of Central Florida,Isaiah Nixon,Defensive End,Freshman,"St. Petersburg, Fla.",Lakewood
University of Central Florida,Fred Davis,Defensive Back,Senior,"Jacksonville, Fla.",Trinity Christian
University of Central Florida,RJ Harvey,Running Back,Redshirt Senior,"Orlando, Fla.",Edgewater
University of Central Florida,Demari Henderson,Defensive Back,Sophomore,"Sanford, Fla.",Seminole
University of Central Florida,Xavier Williams,Quarterback,Redshirt Sophomore,"Mcdonough, Ga.",Colquitt County
University of Central Florida,Timmy McClain,Quarterback,Redshirt Sophomore,"Sanford, Fla.",Seminole
University of Central Florida,Jireh Wilson,Defensive Back,Fifth Year,"Jacksonville, N.C.",Northside
University of Central Florida,Quadric Bullard,Defensive Back,Senior,"Dania Beach, Fla.",Chaminade-Madonna
University of Central Florida,John Rhys Plumlee,Quarterback,Fifth Year,"Hattiesburg, Miss.",Oak Grove
University of Central Florida,Chauncey Magwood,Wide Receiver,Junior,"Albany, Ga.",Lee County
University of Central Florida,Decorian Patterson,Defensive Back,Redshirt Senior,"Leesburg, Fla.",Leesburg
University of Central Florida,Dylan Rizk,Quarterback,Freshman,"Delray Beach, Fla.",Cardinal Gibbons
University of Central Florida,Shaun Peterson Jr.,Defensive End,Redshirt Senior,"Fort Lauderdale, Fla.",Nova
University of Central Florida,DeJordan Mask,Defensive Back,Fifth Year,"Texarkana, Ark.",Arkansas
University of Central Florida,Randy Pittman Jr.,Tight End,Freshman,"Panama City, Fla.",Mosley
University of Central Florida,Corey Thornton,Defensive Back,Senior,"Miami, Fla.",Booker T. Washington
University of Central Florida,Gunnar Smith,Quarterback,Redshirt Freshman,"Lake Mary, Fla.",Lake Mary
University of Central Florida,Tyree Patterson,Wide Receiver,Freshman,"Eustis, Fla.",Eustis
University of Central Florida,Isaiah Paul,Linebacker,Redshirt Senior,"San Antonio, Texas",Brennan
University of Central Florida,TJ Bullard,Linebacker,Redshirt Freshman,"Tampa, Fla.",Berkeley Prep
University of Central Florida,Stephen Martin,Wide Receiver,Redshirt Junior,"Orlando, Fla.",Bishop Moore
University of Central Florida,Amari Johnson,Wide Receiver,Redshirt Senior,"Miami, Fla.",Carol City
University of Central Florida,Rian Davis,Linebacker,Redshirt Senior,"Apopka, Fla.",Wekiva
University of Central Florida,Ja'Maric Morris,Defensive Back,Redshirt Senior,"Timmonsville, S.C.",Timmonsville
University of Central Florida,Jaylon Griffin,Wide Receiver,Redshirt Senior,"Huntsville, Texas",Huntsville
University of Central Florida,Jarrad Baker,Wide Receiver,Redshirt Senior,"Eau Gallie, Fla.",Eau Gallie
University of Central Florida,Hudson Gibbs,Defensive Back,Freshman,"Winter Park, Fla.",Winter Park
University of Central Florida,Kam Ingram,Running Back,Redshirt Sophomore,"Memphis, Tenn.",Fayetteville
University of Central Florida,Troy Ford Jr.,Linebacker,Freshman,"Savannah, Ga.",Calvary Day
University of Central Florida,Brock Hansel,Quarterback,Redshirt Freshman,"Lake Worth, Fla.",Park Vista
University of Central Florida,Nikai Martinez,Defensive Back,Sophomore,"Apopka, Fla.",Apopka
University of Central Florida,Jason Duclona,Defensive Back,Freshman,"Estero, Fla.",Estero
University of Central Florida,Demarkcus Bowman,Running Back,Redshirt Junior,"Lakeland, Fla.",Lakeland
University of Central Florida,Andrew Dickson,Wide Receiver,Redshirt Sophomore,"Silverdale, Wash.",Klahowya
University of Central Florida,Jarvis Ware,Defensive Back,Fifth Year,"Apopka, Fla.",Wekiva
University of Central Florida,Camden Vining,Linebacker,Redshirt Sophomore,"Bradenton, Fla.",St. Stephens Episcopal
University of Central Florida,Chris Bowerfind,Long Snapper,Redshirt Sophomore,"Fort Collins, Colo.",Fossil Ridge
University of Central Florida,Daniel McCullon,Defensive Back,Redshirt Junior,"Palm Beach Gardens, Fla.",Benjamin
University of Central Florida,Walter Yates III,Linebacker,Fifth Year,"Gulf Breeze, Fla.",Gulf Breeze
University of Central Florida,Andrew Harris,Linebacker,Freshman,"Orlando, Fla.",Lake Brantley
University of Central Florida,William Wells,Defensive Back,Junior,"West Palm Beach, Fla.",Suncoast
University of Central Florida,Kam Moore,Linebacker,Sophomore,"Sanford, Fla.",Seminole
University of Central Florida,Brandon Adams,Defensive Back,Junior,"Atlanta, Ga.",Arabia Mountain
University of Central Florida,JaJuan Forte',Wide Receiver,Fifth Year,"Youngstown, Ohio",Boardman
University of Central Florida,Michael Carter,Punter,Redshirt Freshman,"Clermont, Fla.",Lake Minneola
University of Central Florida,Kaven Call,Defensive End,Freshman,"Apopka, Fla.",Apopka
University of Central Florida,Terrell Jackson,Defensive Back,Sophomore,"Jacksonville, Fla.",Trinity Christian
University of Central Florida,Colton Boomer,Placekicker,Sophomore,"Lake Mary, Fla.",Lake Mary
University of Central Florida,Keenan Cupit,Linebacker,Redshirt Junior,"Lynchburg, Va.",Jefferson Forest
University of Central Florida,Champ Jenkins,Defensive Back,Redshirt Sophomore,"Bartow, Fla.",Spoto
University of Central Florida,Preston Foreman,Running Back,Redshirt Freshman,"Cocoa Beach, Fla.",Holy Trinity Episcopal
University of Central Florida,Dionte Marks,Wide Receiver,Redshirt Senior,"DeLand, Fla.",DeLand
University of Central Florida,R.D. Cooper,Defensive Back,Senior,"Fort Myers, Fla.",Fort Myers
University of Central Florida,Kervins Choute,Defensive Tackle,Redshirt Junior,"Deerfield Beach, Fla.",Deerfield Beach
University of Central Florida,Mitch McCarthy,Punter,Sophomore,"Melbourne, Australia",Frankston
University of Central Florida,Gage King,Long Snapper,Redshirt Senior,"El Dorado Hills, Calif.",Oak Ridge
University of Central Florida,Jack Morgan,Defensive End,Sophomore,"Mount Dora, Fla.",Mount Dora
University of Central Florida,Aidan Fedigan,Long Snapper,Sophomore,"DeLand, Fla.",DeLand
University of Central Florida,Kingston Gorney,Linebacker,Redshirt Senior,"Snellville, Ga.",Brookwood
University of Central Florida,Quentin Hatch,Linebacker,Sophomore,"Orlando, Fla.",West Orange
University of Central Florida,Nicholas Antoine,Defensive Back,Redshirt Freshman,"Daytona Beach, Fla.",Mainland
University of Central Florida,K.D. McDaniel,Defensive End,Redshirt Senior,"Tifton, Ga.",Tift County
University of Central Florida,Max Holler,Tight End,Redshirt Junior,"Winter Park, Fla.",Trinity Prep
University of Central Florida,Patrick Barnett,Offensive Line,Redshirt Junior,"Key West, Fla.",Key West
University of Central Florida,Malachi Lawrence,Defensive End,Redshirt Sophomore,"Louisville, Ky.",duPont Manual
University of Central Florida,Caden Kitler,Offensive Line,Redshirt Freshman,"Dallas, Texas",John Paul II
University of Central Florida,Keeron Henderson,Linebacker,Senior,"Richmond, Va.",Highland Springs
University of Central Florida,Bula Schmidt,Offensive Line,Redshirt Senior,"Wahiawa, Hawaii",O’Dea
University of Central Florida,Cameron Kinnie,Offensive Line,Redshirt Junior,"Lawrenceville, Ga.",Collins Hill
University of Central Florida,John Walker,Defensive Tackle,Freshman,"Kissimmee, Fla.",Osceola
University of Central Florida,Matthew Alexander,Defensive Tackle,Redshirt Sophomore,"Buford, Ga.",Buford
University of Central Florida,Johnathan Cline,Offensive Line,Freshman,"Cartersville, Ga.",Cartersville
University of Central Florida,John Harris,Offensive Line,Redshirt Senior,"Hoschton, Ga.",Mill Creek
University of Central Florida,Dallaz Corbitt,Defensive End,Redshirt Senior,"Columbia, S.C.",Gray Collegiate Academy
University of Central Florida,Keyon Cox,Offensive Line,Freshman,"Phenix City, Ala.",Central
University of Central Florida,Drake Metcalf,Offensive Line,Redshirt Junior,"Orange, Calif.",St. John Bosco
University of Central Florida,Shaheem Hill,Offensive Line,Redshirt Freshman,"Orlando, Fla.",Edgewater
University of Central Florida,Chidoziri Maghiro,Offensive Line,Fifth Year,"Alike, Nigeria",St. Thomas Aquinas (Fla.)
University of Central Florida,Ethan Higgins,Offensive Line,Freshman,"Brooksville, Fla.",Hernando Christian
University of Central Florida,Paul Rubelt,Offensive Line,Redshirt Junior,"Frankfurt-Oder, Germany",
University of Central Florida,Edward Collins,Offensive Line,Fifth Year,"Birmingham, Ala.",Ramsay
University of Central Florida,Tylan Grable,Offensive Line,Fifth Year,"Gordon, Ga.",Wilkinson County
University of Central Florida,Marcellus Marshall,Offensive Line,Junior,"Morgantown, W. Va.",Morgantown
University of Central Florida,Matthew Prigmore,Offensive Line,Freshman,"Weston, Fla.",Cypress Bay
University of Central Florida,Andrew Phelan,Offensive Line,Freshman,"Orlando, Fla.",East River
University of Central Florida,Adrian Medley,Offensive Line,Redshirt Senior,"Pensacola, Fla.",Pensacola
University of Central Florida,Lokahi Pauole,Offensive Line,Fifth Year,"Kapolei, Hawaii",Kamehameha
University of Central Florida,Amari Kight,Offensive Line,Redshirt Senior,"Birmingham, Ala.",Thompson
University of Central Florida,Grant Reddick,Kicker/Punter,Freshman,"Orlando, Fla.",Boone
University of Central Florida,Trent Whittemore,Wide Receiver,Redshirt Junior,"Gainesville, Fla.",Bucholz
University of Central Florida,Tyler Griffin,Wide Receiver,Redshirt Freshman,"Statesboro, Ga.",New Southeast Bulloch
University of Central Florida,Alec Holler,Tight End,Fifth Year,"Winter Park, Fla.",Trinity Prep
University of Central Florida,Garrett French,Tight End,Redshirt Junior,"Venice, Fla.",Venice
University of Central Florida,Thomas Wadsworth,Tight End,Redshirt Freshman,"Melbourne, Fla.",Melbourne
University of Central Florida,Zach Marsh Wojan,Tight End,Fifth Year,"Vacaville, Calif.",Will C. Wood
University of Central Florida,Jordan Davis,Tight End,Redshirt Junior,"Sanford, Fla.",Seminole
University of Central Florida,Dwartney Wortham,Wide Receiver,Redshirt Freshman,"LaGrange, Ga.",Troup County
University of Central Florida,Andrew Rumph,Defensive Tackle,Freshman,"Palmetto, Fla.",Palmetto
University of Central Florida,Josh Celiscar,Defensive End,Senior,"Winter Haven, Fla.",Winter Haven
University of Central Florida,Grant Stevens,Tight End,Redshirt Freshman,"Ponte Vedra Beach, Fla.",Nease
University of Central Florida,Cullen Smith,Wide Receiver,Redshirt Sophomore,"Mooresville, N.C.",South Iredell
University of Central Florida,Derrick LeBlanc,Defensive Tackle,Freshman,"Opa-locka, Fla.",Osceola
University of Central Florida,Keshaun Hudson,Defensive Tackle,Sophomore,"Fort Lauderdale, Fla.",Dillard
University of Central Florida,Finau Fine,Defensive End,Redshirt Junior,"Kissimmee, Fla",Gateway
University of Central Florida,Christopher Ficka,Defensive Tackle,Freshman,"Winter Garden, Fla.",West Orange
University of Central Florida,Trace O'Hara,Defensive End,Redshirt Junior,"Orlando, Fla.",East River
University of Central Florida,Kriston Esnard,Placekicker,Redshirt Sophomore,"Decatur, Ga.",Decatur
University of Central Florida,Jamaal Johnson,Defensive End,Redshirt Freshman,"Miami, Fla.",Chaminade-Madonna
Arkansas,Nico Davillier,DL,So,"Maumelle, Ark.",Maumelle HS
Arkansas,AJ Green,RB,Jr,"Tulsa, Okla.",Union HS
Arkansas,KJ Jefferson,QB,R-Sr,"Sardis, Miss.",North Panola HS
Arkansas,Lorando Johnson,DB,R-Jr,"Lancaster, Texas",Lancaster HS / Baylor
Arkansas,Andrew Armstrong,WR,R-Sr,"Dallas, Texas",Bishop Dunne HS / TAMUC
Arkansas,Dwight McGlothern,DB,Sr,"Houston, Texas",Klein Oak HS / LSU
Arkansas,Antonio Grier,LB,R-Sr,"Atlanta, Ga.",Mays HS / South Florida
Arkansas,Malachi Singleton,QB,Fr,"Kennesaw, Ga.",North Cobb HS
Arkansas,Malik Chavis,DB,R-Sr,"Rison, Ark.",Rison HS
Arkansas,Isaac TeSlaa,WR,Sr,"Hudsonville, Mich.",Unity Christian / Hillsdale College
Arkansas,Cameron Ball,DL,R-So,"Atlanta, Ga.",Tri-Cities HS
Arkansas,Raheim Sanders,RB,Jr,"Rockledge, Fla.",Rockledge HS
Arkansas,Jacolby Criswell,QB,R-Jr,"Morrilton, Ark.",Morrilton HS / North Carolina
Arkansas,John Morgan III,DL,R-Sr,"Upper Marlboro, Md.",DeMatha Catholic HS / Pitt
Arkansas,Rashod Dubinion,RB,So,"Ellenwood, Ga.",Cedar Grove HS
Arkansas,Trajan Jeffcoat,DL,R-Sr,"Columbia, S.C.",Irmo HS / Missouri
Arkansas,Jayden Johnson,DB,Jr,"Cedartown, Ga.",Cedartown HS
Arkansas,Ty Washington,TE,R-Fr,"Leesburg, Ga.",Lee County HS
Arkansas,Taurean Carter,DL,R-Sr,"Mansfield, Texas",Mansfield Legacy HS
Arkansas,Luke Hasz,TE,Fr,"Bixby, Okla.",Bixby HS
Arkansas,Anthony Booker Jr.,DL,R-Sr,"Cincinnati, Ohio",Winton Woods HS / Maryland
Arkansas,Cade Fortin,QB,R-Sr,"Suwanee, Ga.",North Gwinnett HS / South Florida
Arkansas,Jaylon Braxton,DB,Fr,"Frisco, Texas",Lone Star HS
Arkansas,Sam Mbake,WR,So,"Kennesaw, Ga.",North Cobb HS
Arkansas,Alfahiym Walcott,DB,Sr,"Wilmington, N.C.",Laney HS / Baylor
Arkansas,Jaedon Wilson,WR,R-So,"DeSoto, Texas",DeSoto HS
Arkansas,RJ Johnson,DB,Fr,"Locust Grove, Ga.",Eagle's Landing Christian Academy
Arkansas,Bryce Stephens,WR,R-So,"Oklahoma City, Okla.",John Marshall HS
Arkansas,Chris Harris,WR,R-Jr,"Dumas, Ark.",Dumas HS
Arkansas,Jaheim Singletary,DB,R-Fr,"Jacksonville, Fla.",Riverside HS / Georgia
Arkansas,Isaiah Sategna,WR,R-Fr,"Fayetteville, Ark.",Fayetteville HS
Arkansas,Tyrone Broden,WR,R-Sr,"Detroit, Mich.",West Bloomfield HS / Bowling Green
Arkansas,Hudson Clark,DB,R-Sr,"Dallas, Texas",Highland Park HS
Arkansas,TJ Metcalf,DB,Fr,"Birmingham, Ala.",Pinson Valley HS
Arkansas,Chris Rhodes,WR,R-So,"Independence, Mo.",Truman HS / Butler CC
Arkansas,Rykar Acebo,QB,R-Fr,"Jonesboro, Ark.",Jonesboro HS
Arkansas,Dallas Young,DB,Fr,"Gardendale, Ala.",Gardendale HS
Arkansas,Dominique Johnson,RB,R-Jr,"Crowley, Texas",Crowley HS
Arkansas,Alex Sanford,LB,Fr,"Oxford, Miss.",Oxford HS
Arkansas,Emmanuel Crawford,RB,Fr,"Grove, Okla.",Grove HS
Arkansas,Jaylen Lewis,DB,R-Fr,"Brownsville, Tenn.",Haywood HS
Arkansas,Jezreel Bachert,RB,R-Fr,"Big Sandy, Texas",Big Sandy HS
Arkansas,Brad Spence,LB,Fr,"Houston, Texas",Klein Forest HS
Arkansas,Isaiah Augustave,RB,Fr,"Naples, Fla.",Naples HS
Arkansas,Carson Dean,LB,Fr,"Frisco, Texas",Hebron HS
Arkansas,LaDarrius Bishop,DB,R-Sr,"Ashdown, Ark.",Ashdown HS
Arkansas,Quincey McAdoo,DB,So,"Clarendon, Ark.",Clarendon HS
Arkansas,Kee’yon Stewart,DB,R-Sr,"Houston, Texas",North Shore HS / TCU
Arkansas,Christian Ford,DB,Fr,"McKinney, Texas",McKinney HS
Arkansas,Chris Paul Jr.,LB,R-So,"Cordele, Ga.",Crisp County HS
Arkansas,Blake Ford,K,R-Fr,"Arlington, Texas",Lamar HS
Arkansas,Jaheim Thomas,LB,R-Jr,"Cincinnati, Ohio",Princeton HS / Cincinnati
Arkansas,Cam Little,K/P,Jr,"Moore, Okla.",Southmoore HS
Arkansas,Var’keyes Gumms,TE,R-So,"Houston, Texas",Dekaney HS / North Texas
Arkansas,Ethan Joseph,DB,R-Fr,"Alpharetta, Ga.",King's Ridge Christian
Arkansas,Ashton Ngo,LS,Jr,"Andover, Kan.",Andover HS / Hutchinson CC
Arkansas,Max Fletcher,P,So,"Melbourne, Australia",ProKick Australia
Arkansas,Courtney Snelling,DB,R-Sr,"Little Rock, Ark.",Joe T. Robinson HS
Arkansas,Landon Phipps,DB,R-Fr,"Springdale, Ark.",Springdale HS
Arkansas,Dylan Hasz,DB,Fr,"Bixby, Okla.",Bixby HS
Arkansas,Jabrae Shaw,DB,Fr,"Pine Bluff, Ark.",Mills HS
Arkansas,Hunter Talley,TE,R-Fr,"Siloam Springs, Ark.",Siloam Springs HS
Arkansas,Mani Powell,LB,So,"Fayetteville, Ark.",Fayetteville HS
Arkansas,Jordan Crook,LB,So,"Duncanville, Texas",Duncanville HS
Arkansas,Devin Bale,P,Jr,"La Jolla, Calif.",La Jolla HS / Northern Colorado
Arkansas,Anton Pierce,DB,Fr,"Little Rock, Ark.",Mills HS
Arkansas,Tyler Larco,K/P,R-Jr,"Miami, Fla.",Miami Palmetto HS / UT Martin
Arkansas,Aidan McCowan,DB,R-Fr,"Frisco, Texas",Frisco Independence HS
Arkansas,Landon Jackson,DL,Jr,"Texarkana, Texas",Pleasant Grove HS / LSU
Arkansas,Kyle Thompson,DL,R-Fr,"Aledo, Texas",Aledo HS
Arkansas,Brooks Both,LB,R-Jr,"Harrison, Ark.",Harrison HS
